absolute_wer_improvement_vs_medium_vad_tuned,available_memory_bytes,candidate,cer,cleaned_wer,compute_type,decision_classification,deletions,device,duplicated_verse_count,high_confidence_alignment_rate,hypothesis_word_count,insertions,missing_verse_count,model_cache_size_bytes,model_id,model_label,rank,raw_wer,real_time_factor,reference_word_count,relative_wer_improvement_vs_medium_vad_tuned,resource_cost_justified,runtime_seconds,substitutions,token_alignment_coverage,transcript_path,unresolved_verse_count,verse_resolution_rate
0.2282608695652174,6122369024,large-v3,0.05357142857142857,0.2608695652173913,int8,substantial_improvement,7,cpu,0,1.0,88,3,0,3638450210,Systran/faster-whisper-large-v3,Faster Whisper Large-v3,1,0.30434782608695654,2.2894911068888004,92,0.4666666666666667,research_yes_production_validate,137.42441419989336,14,0.7999434389140272,evaluation\speech_lab\model_outputs\faster-whisper-large-v3-psa23\PSA_023.json,0,1.0
0.0,6122369024,medium_vad_tuned,0.061507936507936505,0.4891304347826087,int8,no_improvement,6,cpu,0,0.8333333333333334,90,4,0,3638450210,Systran/faster-whisper-medium,Faster Whisper Medium VAD Tuned,2,0.5434782608695652,1.6955762728239578,92,0.0,keep_medium_vad_tuned,101.77527019998524,35,0.6929869966634672,evaluation\speech_lab\model_outputs\faster-whisper-medium-psa23-optimization\medium_vad_tuned.json,0,1.0
